Datetime,CO(GT)
2004-11-05110000,46.0
2004-11-05120000,33.0
2004-11-05130000,36.0
2004-11-05140000,44.0
2004-11-05150000,43.0
2004-11-05160000,5.0
2004-11-05170000,81.0
2004-11-05180000,8.0
2004-11-05190000,36.0
2004-11-05200000,29.0
2004-11-05210000,27.0
2004-11-05220000,19.0
2004-11-05230000,13.0
2004-11-06000000,12.0
2004-11-06010000,18.0
2004-11-06020000,19.0
2004-11-06030000,15.0
2004-11-06040000,9.0
2004-11-06050000,5.0
2004-11-06060000,6.0
2004-11-06070000,11.0
2004-11-06080000,28.0
2004-11-06090000,29.0
2004-11-06100000,17.0
2004-11-06110000,23.0
2004-11-06120000,33.0
2004-11-06130000,35.0
2004-11-06140000,38.0
2004-11-06150000,34.0
2004-11-06160000,38.0
2004-11-06170000,36.0
2004-11-06180000,35.0
2004-11-06190000,28.0
2004-11-06200000,25.0
2004-11-06210000,31.0
2004-11-06220000,18.0
2004-11-06230000,16.0
2004-11-07000000,19.0
2004-11-07010000,2.0
2004-11-07020000,14.0
2004-11-07030000,12.0
2004-11-07050000,7.0
2004-11-07060000,4.0
2004-11-07070000,4.0
2004-11-07080000,5.0
2004-11-07090000,7.0
2004-11-07100000,7.0
2004-11-07110000,7.0
2004-11-07120000,1.0
2004-11-07130000,1.0
2004-11-07140000,9.0
2004-11-07150000,9.0
2004-11-07160000,9.0
2004-11-07170000,11.0
2004-11-07180000,32.0
2004-11-07190000,31.0
2004-11-07200000,31.0
2004-11-07210000,23.0
2004-11-07220000,18.0
2004-11-07230000,8.0
2004-11-08000000,9.0
2004-11-08010000,8.0
2004-11-08020000,7.0
2004-11-08030000,4.0
2004-11-08040000,2.0
2004-11-08050000,2.0
2004-11-08060000,3.0
2004-11-08070000,7.0
2004-11-08080000,17.0
2004-11-08090000,18.0
2004-11-08100000,15.0
2004-11-08110000,13.0
2004-11-08120000,12.0
2004-11-08130000,13.0
2004-11-08140000,18.0
2004-11-08150000,17.0
2004-11-08160000,22.0
2004-11-08170000,32.0
2004-11-08180000,59.0
2004-11-08190000,66.0
2004-11-09150000,21.0
2004-11-09160000,15.0
2004-11-09170000,16.0
2004-11-09180000,35.0
2004-11-09190000,46.0
2004-11-09200000,47.0
2004-11-09210000,3.0
2004-11-09220000,15.0
2004-11-09230000,9.0
2004-11-10000000,8.0
2004-11-10010000,7.0
2004-11-10020000,6.0
2004-11-10030000,3.0
2004-11-10040000,2.0
2004-11-10050000,2.0
2004-11-10060000,3.0
2004-11-10070000,5.0
2004-11-10080000,14.0
2004-11-10090000,2.0
2004-11-10100000,16.0
2004-11-10110000,13.0
2004-11-10120000,14.0
2004-11-10130000,19.0
2004-11-10140000,27.0
2004-11-10150000,21.0
2004-11-10160000,24.0
2004-11-10170000,27.0
2004-11-10180000,25.0
2004-11-10190000,37.0
2004-11-10200000,46.0
2004-11-10210000,39.0
2004-11-10220000,22.0
2004-11-10230000,27.0
2004-11-11000000,26.0
2004-11-11010000,21.0
2004-11-11020000,14.0
2004-11-11030000,12.0
2004-11-11040000,11.0
2004-11-11050000,11.0
2004-11-11060000,11.0
2004-11-11070000,15.0
2004-11-11080000,31.0
2004-11-11090000,68.0
2004-11-11100000,54.0
2004-11-11110000,45.0
2004-11-11120000,3.0
2004-11-11130000,28.0
2004-11-11140000,39.0
2004-11-11150000,34.0
2004-11-11160000,32.0
2004-11-11170000,28.0
2004-11-11180000,39.0
2004-11-11190000,35.0
2004-11-11200000,47.0
2004-11-11210000,46.0
2004-11-11220000,12.0
2004-11-11230000,11.0
2004-11-12000000,12.0
2004-11-12010000,16.0
2004-11-12020000,7.0
2004-11-12030000,4.0
2004-11-12050000,6.0
2004-11-12060000,5.0
2004-11-12070000,6.0
2004-11-12080000,14.0
2004-11-12090000,2.0
2004-11-12100000,16.0
2004-11-12110000,16.0
2004-11-12120000,17.0
2004-11-12130000,2.0
2004-11-12140000,23.0
2004-11-12150000,24.0
2004-11-12160000,22.0
2004-11-12170000,26.0
2004-11-12180000,4.0
2004-11-12190000,52.0
2004-11-12200000,39.0
2004-11-12210000,38.0
2004-11-12220000,16.0
2004-11-12230000,15.0
2004-11-13000000,16.0
2004-11-13010000,15.0
2004-11-13020000,1.0
2004-11-13030000,8.0
2004-11-13040000,13.0
2004-11-13050000,1.0
2004-11-13060000,1.0
2004-11-13070000,9.0
2004-11-13080000,21.0
2004-11-13090000,21.0
2004-11-13100000,31.0
2004-11-13110000,38.0
2004-11-13120000,37.0
2004-11-13130000,36.0
2004-11-13140000,33.0
2004-11-13150000,21.0
2004-11-13160000,23.0
2004-11-13170000,21.0
2004-11-13180000,19.0
2004-11-13190000,19.0
2004-11-13200000,23.0
2004-11-13210000,17.0
2004-11-13220000,8.0
2004-11-13230000,8.0
2004-11-14000000,8.0
2004-11-14010000,8.0
2004-11-14020000,6.0
2004-11-14030000,4.0
2004-11-14040000,3.0
2004-11-14050000,3.0
2004-11-14060000,2.0
2004-11-14070000,2.0
2004-11-14080000,3.0
2004-11-14090000,3.0
2004-11-14100000,4.0
2004-11-14110000,4.0
2004-11-14120000,6.0
2004-11-14130000,6.0
2004-11-14140000,6.0
2004-11-14150000,5.0
2004-11-14160000,6.0
2004-11-14170000,7.0
2004-11-14180000,14.0
2004-11-14190000,12.0
2004-11-14200000,11.0
2004-11-14210000,1.0
2004-11-14220000,6.0
2004-11-14230000,8.0
2004-11-15000000,6.0
2004-11-15010000,5.0
2004-11-15020000,3.0
2004-11-15030000,2.0
2004-11-15050000,3.0
2004-11-15060000,4.0
2004-11-15070000,7.0
2004-11-15080000,2.0
2004-11-15090000,24.0
2004-11-15100000,18.0
2004-11-15110000,16.0
2004-11-15120000,17.0
2004-11-15130000,18.0
2004-11-15140000,17.0
2004-11-15150000,17.0
2004-11-15160000,17.0
2004-11-15170000,26.0
2004-11-15180000,4.0
2004-11-15190000,38.0
2004-11-15200000,4.0
2004-11-15210000,24.0
2004-11-15220000,14.0
2004-11-15230000,13.0
2004-11-16000000,13.0
2004-11-16010000,1.0
2004-11-16020000,8.0
2004-11-16030000,6.0
2004-11-16040000,4.0
2004-11-16050000,5.0
2004-11-16060000,5.0
2004-11-16070000,9.0
2004-11-16080000,35.0
2004-11-16090000,52.0
2004-11-16100000,43.0
2004-11-16110000,35.0
2004-11-16120000,26.0
2004-11-16130000,25.0
2004-11-16140000,28.0
2004-11-16150000,22.0
2004-11-16160000,24.0
2004-11-16170000,35.0
2004-11-16180000,42.0
2004-11-16190000,31.0
2004-11-16200000,32.0
2004-11-16210000,28.0
2004-11-16220000,22.0
2004-11-16230000,18.0
2004-11-17000000,17.0
2004-11-17010000,16.0
2004-11-17020000,11.0
2004-11-17030000,8.0
2004-11-17040000,7.0
2004-11-17050000,8.0
2004-11-17060000,9.0
2004-11-17070000,12.0
2004-11-17080000,33.0
2004-11-17090000,38.0
2004-11-17100000,32.0
2004-11-17120000,32.0
2004-11-17130000,42.0
2004-11-17140000,43.0
2004-11-17150000,4.0
2004-11-17160000,41.0
2004-11-17170000,78.0
2004-11-17180000,102.0
2004-11-17190000,66.0
2004-11-17200000,43.0
2004-11-17210000,49.0
2004-11-17220000,26.0
2004-11-17230000,23.0
2004-11-18000000,27.0
2004-11-18010000,22.0
2004-11-18020000,2.0
2004-11-18030000,13.0
2004-11-18040000,12.0
2004-11-18050000,11.0
2004-11-18060000,14.0
2004-11-18070000,21.0
2004-11-18080000,45.0
2004-11-18090000,56.0
2004-11-18100000,56.0
2004-11-18110000,47.0
2004-11-18120000,42.0
2004-11-18130000,36.0
2004-11-18140000,32.0
2004-11-18150000,31.0
2004-11-18160000,38.0
2004-11-18170000,39.0
2004-11-18180000,46.0
2004-11-18190000,49.0
2004-11-18200000,54.0
2004-11-18210000,43.0
2004-11-18220000,31.0
2004-11-18230000,25.0
2004-11-19000000,24.0
2004-11-19010000,19.0
2004-11-19020000,13.0
2004-11-19030000,12.0
2004-11-19040000,11.0
2004-11-19050000,9.0
2004-11-19060000,1.0
2004-11-19070000,16.0
2004-11-19080000,48.0
2004-11-19090000,59.0
2004-11-19100000,56.0
2004-11-19110000,35.0
2004-11-19120000,28.0
2004-11-19130000,36.0
2004-11-19140000,48.0
2004-11-19150000,5.0
2004-11-19160000,56.0
2004-11-19170000,75.0
2004-11-19180000,72.0
2004-11-19190000,83.0
2004-11-19200000,86.0
2004-11-19210000,43.0
2004-11-19220000,26.0
2004-11-19230000,26.0
2004-11-20000000,27.0
2004-11-20010000,27.0
2004-11-20020000,26.0
2004-11-20030000,24.0
2004-11-20050000,6.0
2004-11-20060000,7.0
2004-11-20070000,12.0
2004-11-20080000,2.0
2004-11-20090000,28.0
2004-11-20100000,29.0
2004-11-20110000,22.0
2004-11-20120000,16.0
2004-11-20130000,15.0
2004-11-20140000,19.0
2004-11-20150000,15.0
2004-11-20160000,18.0
2004-11-20170000,34.0
2004-11-20180000,46.0
2004-11-20190000,16.0
2004-11-20200000,12.0
2004-11-20210000,12.0
2004-11-20220000,9.0
2004-11-20230000,7.0
2004-11-21000000,25.0
2004-11-21010000,15.0
2004-11-21020000,5.0
2004-11-21030000,3.0
2004-11-21040000,5.0
2004-11-21050000,1.0
2004-11-21060000,2.0
2004-11-21080000,2.0
2004-11-21090000,5.0
2004-11-21100000,4.0
2004-11-21110000,8.0
2004-11-21120000,15.0
2004-11-21130000,19.0
2004-11-21140000,11.0
2004-11-21150000,3.0
2004-11-21160000,9.0
2004-11-21170000,21.0
2004-11-21180000,24.0
2004-11-21190000,16.0
2004-11-21200000,11.0
2004-11-21210000,13.0
2004-11-21220000,8.0
2004-11-21230000,1.0
2004-11-22000000,3.0
2004-11-22010000,1.0
2004-11-22020000,4.0
2004-11-22030000,1.0
2004-11-22060000,1.0
2004-11-22070000,4.0
2004-11-22080000,24.0
2004-11-22090000,31.0
2004-11-22100000,31.0
2004-11-22110000,27.0
2004-11-22120000,23.0
2004-11-22130000,3.0
2004-11-22140000,36.0
2004-11-22150000,31.0
2004-11-22160000,35.0
2004-11-22170000,4.0
2004-11-22180000,63.0
2004-11-22190000,69.0
2004-11-22200000,65.0
2004-11-22210000,33.0
2004-11-22220000,24.0
2004-11-22230000,17.0
2004-11-23000000,13.0
2004-11-23010000,11.0
2004-11-23020000,8.0
2004-11-23030000,3.0
2004-11-23050000,13.0
2004-11-23060000,14.0
2004-11-23070000,21.0
2004-11-23080000,45.0
2004-11-23090000,57.0
2004-11-23100000,66.0
2004-11-23110000,5.0
2004-11-23120000,53.0
2004-11-23130000,54.0
2004-11-23140000,73.0
2004-11-23150000,51.0
2004-11-23160000,53.0
2004-11-23170000,73.0
2004-11-23180000,102.0
2004-11-23190000,119.0
2004-11-23200000,115.0
2004-11-23210000,83.0
2004-11-23220000,47.0
2004-11-23230000,4.0
2004-11-24000000,39.0
2004-11-24010000,28.0
2004-11-24020000,23.0
2004-11-24030000,18.0
2004-11-24040000,14.0
2004-11-24050000,1.0
2004-11-24060000,1.0
2004-11-24070000,18.0
2004-11-24080000,38.0
2004-11-24090000,42.0
2004-11-24100000,36.0
2004-11-24110000,33.0
2004-11-24120000,2.0
2004-11-24130000,2.0
2004-11-24140000,29.0
2004-11-24150000,27.0
2004-11-24160000,34.0
2004-11-24170000,45.0
2004-11-24180000,61.0
2004-11-24190000,68.0
2004-11-24200000,84.0
2004-11-24210000,53.0
2004-11-24220000,45.0
2004-11-24230000,41.0
2004-11-25000000,4.0
2004-11-25010000,4.0
2004-11-25020000,3.0
2004-11-25030000,21.0
2004-11-25040000,22.0
2004-11-25050000,22.0
2004-11-25060000,2.0
2004-11-25070000,22.0
2004-11-25080000,4.0
2004-11-25090000,48.0
2004-11-25100000,46.0
2004-11-25110000,28.0
2004-11-25120000,21.0
2004-11-25130000,2.0
2004-11-25140000,25.0
2004-11-25150000,25.0
2004-11-25160000,28.0
2004-11-25170000,4.0
2004-11-25180000,45.0
2004-11-25190000,31.0
2004-11-25200000,26.0
2004-11-25210000,26.0
2004-11-25220000,2.0
2004-11-25230000,18.0
2004-11-26000000,25.0
2004-11-26010000,23.0
2004-11-26020000,21.0
2004-11-26030000,15.0
2004-11-26050000,12.0
2004-11-26060000,1.0
2004-11-26070000,17.0
2004-11-26080000,43.0
2004-11-26090000,58.0
2004-11-26100000,56.0
2004-11-26110000,4.0
2004-11-26120000,4.0
2004-11-26130000,49.0
2004-11-26140000,56.0
2004-11-26150000,51.0
2004-11-26160000,62.0
2004-11-26170000,77.0
2004-11-26180000,101.0
2004-11-26190000,64.0
2004-11-26200000,77.0
2004-11-26210000,81.0
2004-11-26220000,47.0
2004-11-26230000,43.0
2004-11-27000000,41.0
2004-11-27010000,42.0
2004-11-27020000,38.0
2004-11-27030000,27.0
2004-11-27040000,24.0
2004-11-27050000,2.0
2004-11-27060000,17.0
2004-11-27070000,21.0
2004-11-27080000,25.0
2004-11-27090000,38.0
2004-11-27100000,39.0
2004-11-27110000,42.0
2004-11-27120000,4.0
2004-11-27130000,44.0
2004-11-27140000,47.0
2004-11-27150000,46.0
2004-11-27160000,48.0
2004-11-27170000,45.0
2004-11-27180000,56.0
2004-11-27190000,49.0
2004-11-27200000,53.0
2004-11-27210000,46.0
2004-11-27220000,24.0
2004-11-27230000,27.0
2004-11-28000000,25.0
2004-11-28010000,23.0
2004-11-28030000,13.0
2004-11-28040000,1.0
2004-11-28050000,9.0
2004-11-28060000,7.0
2004-11-28070000,8.0
2004-11-28080000,1.0
2004-11-28090000,11.0
2004-11-28100000,8.0
2004-11-28110000,14.0
2004-11-28120000,22.0
2004-11-28130000,27.0
2004-11-28140000,23.0
2004-11-28150000,19.0
2004-11-28160000,27.0
2004-11-28170000,32.0
2004-11-28180000,32.0
2004-11-28190000,35.0
2004-11-28200000,45.0
2004-11-28210000,41.0
2004-11-28220000,33.0
2004-11-28230000,31.0
2004-11-29000000,3.0
2004-11-29010000,23.0
2004-11-29020000,23.0
2004-11-29030000,17.0
2004-11-29040000,15.0
2004-11-29050000,13.0
2004-11-29060000,14.0
2004-11-29070000,2.0
2004-11-29080000,42.0
2004-11-29090000,59.0
2004-11-29100000,63.0
2004-11-29110000,66.0
2004-11-29120000,5.0
2004-11-29130000,25.0
2004-11-29140000,26.0
2004-11-29150000,19.0
2004-11-29160000,23.0
2004-11-29170000,19.0
2004-11-29180000,23.0
2004-11-29190000,18.0
2004-11-29200000,19.0
2004-11-29210000,14.0
2004-11-29220000,12.0
2004-11-29230000,1.0
2004-11-30000000,12.0
2004-11-30010000,14.0
2004-11-30020000,12.0
2004-11-30030000,8.0
2004-11-30040000,6.0
2004-11-30050000,6.0
2004-11-30060000,7.0
2004-11-30070000,11.0
2004-11-30080000,25.0
2004-11-30090000,36.0
2004-11-30100000,36.0
2004-11-30110000,33.0
2004-11-30120000,2.0
2004-11-30130000,19.0
2004-11-30140000,22.0
2004-11-30150000,22.0
2004-11-30160000,38.0
2004-11-30170000,35.0
2004-11-30180000,52.0
2004-11-30190000,63.0
2004-11-30200000,68.0
2004-11-30210000,41.0
2004-11-30220000,23.0
2004-11-30230000,19.0
2004-12-01000000,22.0
2004-12-01010000,13.0
2004-12-01020000,12.0
2004-12-01030000,9.0
2004-12-01050000,6.0
2004-12-01060000,9.0
2004-12-01070000,14.0
2004-12-01080000,34.0
2004-12-01090000,5.0
2004-12-01100000,47.0
2004-12-01110000,32.0
2004-12-01120000,35.0
2004-12-01130000,4.0
2004-12-01140000,57.0
2004-12-01150000,5.0
2004-12-01160000,56.0
2004-12-01170000,62.0
2004-12-01180000,75.0
2004-12-01190000,3.0
2004-12-01200000,26.0
2004-12-01210000,21.0
2004-12-01220000,18.0
2004-12-01230000,2.0
2004-12-02000000,22.0
2004-12-02010000,19.0
2004-12-02020000,16.0
2004-12-02030000,11.0
2004-12-02040000,9.0
2004-12-02050000,7.0
2004-12-02060000,9.0
2004-12-02070000,14.0
2004-12-02080000,42.0
2004-12-02090000,5.0
2004-12-02100000,44.0
2004-12-02110000,34.0
2004-12-02120000,28.0
2004-12-02130000,34.0
2004-12-02140000,29.0
2004-12-02150000,39.0
2004-12-02160000,4.0
2004-12-02170000,49.0
2004-12-02180000,77.0
2004-12-02190000,94.0
2004-12-02200000,78.0
2004-12-02210000,66.0
2004-12-02220000,47.0
2004-12-02230000,48.0
2004-12-03000000,32.0
2004-12-03010000,26.0
2004-12-03020000,21.0
2004-12-03030000,13.0
2004-12-03040000,11.0
2004-12-03050000,7.0
2004-12-03060000,9.0
2004-12-03070000,15.0
2004-12-03080000,38.0
2004-12-03090000,6.0
2004-12-03100000,51.0
2004-12-03110000,36.0
2004-12-03120000,3.0
2004-12-03130000,31.0
2004-12-03140000,33.0
2004-12-03150000,34.0
2004-12-03160000,46.0
2004-12-03170000,69.0
2004-12-03180000,51.0
2004-12-03190000,49.0
2004-12-03200000,61.0
2004-12-03210000,62.0
2004-12-03220000,3.0
2004-12-03230000,34.0
2004-12-04000000,35.0
2004-12-04010000,32.0
2004-12-04020000,29.0
2004-12-04030000,21.0
2004-12-04050000,17.0
2004-12-04060000,17.0
2004-12-04070000,13.0
2004-12-04080000,28.0
2004-12-04090000,25.0
2004-12-04100000,27.0
2004-12-04110000,15.0
2004-12-04120000,26.0
2004-12-04130000,31.0
2004-12-04140000,25.0
2004-12-04150000,26.0
2004-12-04160000,25.0
2004-12-04170000,23.0
2004-12-04180000,31.0
2004-12-04190000,19.0
2004-12-04200000,25.0
2004-12-04210000,31.0
2004-12-04220000,2.0
2004-12-04230000,19.0
2004-12-05000000,24.0
2004-12-05010000,2.0
2004-12-05020000,12.0
2004-12-05030000,1.0
2004-12-05040000,1.0
2004-12-05050000,8.0
2004-12-05060000,6.0
2004-12-05070000,7.0
2004-12-05080000,8.0
2004-12-05090000,9.0
2004-12-05100000,1.0
2004-12-05110000,13.0
2004-12-05120000,17.0
2004-12-05130000,24.0
2004-12-05140000,17.0
2004-12-05150000,18.0
2004-12-05160000,15.0
2004-12-05170000,11.0
2004-12-05180000,24.0
2004-12-05190000,2.0
2004-12-05200000,15.0
2004-12-05210000,17.0
2004-12-05220000,1.0
2004-12-05230000,1.0
2004-12-06000000,1.0
2004-12-06010000,9.0
2004-12-06020000,11.0
2004-12-06030000,11.0
2004-12-06040000,6.0
2004-12-06050000,7.0
2004-12-06060000,9.0
2004-12-06070000,13.0
2004-12-06080000,31.0
2004-12-06090000,49.0
2004-12-06100000,47.0
2004-12-06110000,32.0
2004-12-06120000,25.0
2004-12-06130000,38.0
2004-12-06140000,33.0
2004-12-06150000,25.0
2004-12-06160000,27.0
2004-12-06170000,29.0
2004-12-06180000,31.0
2004-12-06190000,4.0
2004-12-06200000,31.0
2004-12-06210000,27.0
2004-12-06220000,17.0
2004-12-06230000,15.0
2004-12-07000000,14.0
2004-12-07010000,14.0
2004-12-07020000,11.0
2004-12-07030000,11.0
2004-12-07050000,6.0
2004-12-07060000,8.0
2004-12-07070000,1.0
2004-12-07080000,28.0
2004-12-07090000,34.0
2004-12-07100000,33.0
2004-12-07110000,41.0
2004-12-07120000,35.0
2004-12-07130000,3.0
2004-12-07140000,36.0
2004-12-07150000,3.0
2004-12-07160000,26.0
2004-12-07170000,26.0
2004-12-07180000,31.0
2004-12-07190000,32.0
2004-12-07200000,24.0
2004-12-07210000,26.0
2004-12-07220000,24.0
2004-12-07230000,18.0
2004-12-08000000,17.0
2004-12-08010000,19.0
2004-12-08020000,14.0
2004-12-08030000,15.0
2004-12-08040000,17.0
2004-12-08050000,1.0
2004-12-08060000,9.0
2004-12-08070000,1.0
2004-12-08080000,1.0
2004-12-08090000,11.0
2004-12-08100000,17.0
2004-12-08110000,23.0
2004-12-08120000,21.0
2004-12-08130000,27.0
2004-12-08140000,23.0
2004-12-08150000,12.0
2004-12-08160000,14.0
2004-12-08170000,19.0
2004-12-08180000,26.0
2004-12-08190000,24.0
2004-12-08200000,35.0
2004-12-08210000,35.0
2004-12-08220000,22.0
2004-12-08230000,23.0
2004-12-09000000,19.0
2004-12-09010000,1.0
2004-12-09020000,8.0
2004-12-09030000,5.0
2004-12-09040000,4.0
2004-12-09050000,4.0
2004-12-09060000,4.0
2004-12-09070000,6.0
2004-12-09080000,19.0
2004-12-09090000,2.0
2004-12-09100000,14.0
2004-12-09110000,14.0
2004-12-09120000,15.0
2004-12-09130000,16.0
2004-12-09140000,18.0
2004-12-09150000,14.0
2004-12-09160000,17.0
2004-12-09170000,17.0
2004-12-09180000,23.0
2004-12-09190000,32.0
2004-12-09200000,26.0
2004-12-09210000,16.0
2004-12-09220000,8.0
2004-12-09230000,7.0
2004-12-10000000,6.0
2004-12-10010000,7.0
2004-12-10020000,7.0
2004-12-10030000,5.0
2004-12-10050000,3.0
2004-12-10060000,4.0
2004-12-10070000,5.0
2004-12-10080000,14.0
2004-12-10090000,24.0
2004-12-10100000,18.0
2004-12-10110000,15.0
2004-12-10120000,15.0
2004-12-10130000,18.0
2004-12-10140000,21.0
2004-12-10150000,17.0
2004-12-10160000,23.0
2004-12-10170000,29.0
2004-12-10180000,4.0
2004-12-10190000,42.0
2004-12-10200000,35.0
2004-12-10210000,26.0
2004-12-10220000,13.0
2004-12-10230000,1.0
2004-12-11000000,16.0
2004-12-11010000,16.0
2004-12-11020000,11.0
2004-12-11030000,11.0
2004-12-11040000,8.0
2004-12-11050000,8.0
2004-12-11060000,1.0
2004-12-11070000,12.0
2004-12-11080000,17.0
2004-12-11090000,24.0
2004-12-11100000,28.0
2004-12-11110000,29.0
2004-12-11120000,26.0
2004-12-11130000,23.0
2004-12-11140000,23.0
2004-12-11150000,17.0
2004-12-11160000,18.0
2004-12-11170000,25.0
2004-12-11180000,24.0
2004-12-11190000,2.0
2004-12-11200000,23.0
2004-12-11210000,29.0
2004-12-11220000,2.0
2004-12-11230000,25.0
2004-12-12000000,3.0
2004-12-12010000,24.0
2004-12-12020000,26.0
2004-12-12030000,2.0
2004-12-12040000,21.0
2004-12-12050000,17.0
2004-12-12060000,15.0
2004-12-12070000,13.0
2004-12-12080000,19.0
2004-12-12090000,2.0
2004-12-12100000,27.0
2004-12-12110000,24.0
2004-12-12120000,27.0
2004-12-12130000,32.0
2004-12-12140000,34.0
2004-12-12150000,32.0
2004-12-12160000,43.0
2004-12-12170000,5.0
2004-12-12180000,63.0
2004-12-12190000,46.0
2004-12-12200000,31.0
2004-12-12210000,26.0
2004-12-12220000,21.0
2004-12-12230000,21.0
2004-12-13000000,25.0
2004-12-13010000,2.0
2004-12-13020000,18.0
2004-12-13030000,13.0
2004-12-13050000,7.0
2004-12-13060000,9.0
2004-12-13070000,15.0
2004-12-13080000,34.0
2004-12-13090000,34.0
2004-12-13100000,32.0
2004-12-13110000,48.0
2004-12-13120000,35.0
2004-12-13130000,41.0
2004-12-13140000,48.0
2004-12-13150000,44.0
2004-12-13160000,45.0
2004-12-13170000,59.0
2004-12-13180000,99.0
2004-12-13190000,69.0
2004-12-13200000,43.0
2004-12-13210000,29.0
2004-12-13220000,2.0
2004-12-13230000,17.0
2004-12-14000000,19.0
2004-12-14010000,2.0
2004-12-14020000,19.0
2004-12-14030000,1.0
2004-12-14040000,8.0
2004-12-14050000,7.0
2004-12-14060000,11.0
2004-12-14070000,17.0
2004-12-14080000,31.0
2004-12-14090000,44.0
2004-12-14100000,56.0
2004-12-14110000,44.0
2004-12-14120000,44.0
2004-12-14130000,47.0
2004-12-14140000,42.0
2004-12-14150000,33.0
2004-12-14160000,51.0
2004-12-14170000,74.0
2004-12-14180000,93.0
2004-12-14190000,74.0
2004-12-14200000,53.0
2004-12-14210000,41.0
2004-12-14220000,25.0
2004-12-14230000,21.0
2004-12-15000000,29.0
2004-12-15010000,23.0
2004-12-15020000,17.0
2004-12-15030000,9.0
2004-12-15040000,7.0
2004-12-15050000,8.0
2004-12-15060000,1.0
2004-12-15070000,12.0
2004-12-15080000,35.0
2004-12-15090000,45.0
2004-12-15100000,49.0
2004-12-15110000,35.0
2004-12-15120000,34.0
2004-12-15130000,4.0
2004-12-15140000,43.0
2004-12-15150000,4.0
2004-12-15160000,47.0
2004-12-15170000,66.0
2004-12-15180000,73.0
2004-12-15190000,36.0
2004-12-15200000,24.0
2004-12-15210000,21.0
2004-12-15220000,21.0
2004-12-15230000,17.0
2004-12-16000000,22.0
2004-12-16010000,2.0
2004-12-16020000,16.0
2004-12-16030000,17.0
2004-12-16050000,1.0
2004-12-16060000,1.0
2004-12-16070000,16.0
2004-12-16080000,35.0
2004-12-16090000,53.0
2004-12-16100000,46.0
2004-12-16110000,45.0
2004-12-16120000,42.0
2004-12-16130000,41.0
2004-12-16140000,55.0
2004-12-16150000,48.0
2004-12-16160000,55.0
2004-12-16170000,52.0
2004-12-16180000,75.0
2004-12-16190000,86.0
2004-12-16200000,91.0
2004-12-16210000,86.0
2004-12-16220000,54.0
2004-12-16230000,43.0
2004-12-17000000,42.0
2004-12-17010000,43.0
2004-12-17020000,42.0
2004-12-17030000,28.0
2004-12-17040000,22.0
2004-12-17050000,18.0
2004-12-17060000,2.0
2004-12-17070000,25.0
2004-12-17080000,41.0
2004-12-17090000,63.0
2004-12-17100000,5.0
2004-12-17110000,51.0
2004-12-17120000,36.0
2004-12-17130000,35.0
2004-12-17140000,37.0
2004-12-17150000,31.0
2004-12-17160000,32.0
2004-12-17170000,38.0
2004-12-17180000,32.0
2004-12-17190000,32.0
2004-12-17200000,33.0
2004-12-17210000,31.0
2004-12-17220000,24.0
2004-12-17230000,14.0
2004-12-18000000,21.0
2004-12-18010000,14.0
2004-12-18020000,14.0
2004-12-18030000,13.0
2004-12-18040000,1.0
2004-12-18050000,13.0
2004-12-18060000,1.0
2004-12-18070000,11.0
2004-12-18080000,21.0
2004-12-18090000,32.0
2004-12-18100000,33.0
2004-12-18110000,23.0
2004-12-18120000,1.0
2004-12-18130000,8.0
2004-12-18140000,8.0
2004-12-18150000,6.0
2004-12-18160000,9.0
2004-12-18170000,8.0
2004-12-18180000,12.0
2004-12-18190000,21.0
2004-12-18200000,39.0
2004-12-18210000,44.0
2004-12-18220000,2.0
2004-12-18230000,23.0
2004-12-19000000,36.0
2004-12-19010000,39.0
2004-12-19020000,16.0
2004-12-19030000,1.0
2004-12-19050000,1.0
2004-12-19060000,8.0
2004-12-19070000,7.0
2004-12-19080000,1.0
2004-12-19090000,1.0
2004-12-19100000,15.0
2004-12-19110000,25.0
2004-12-19120000,26.0
2004-12-19130000,32.0
2004-12-19140000,3.0
2004-12-19150000,34.0
2004-12-19160000,33.0
2004-12-19170000,36.0
2004-12-19180000,55.0
2004-12-19190000,45.0
2004-12-19200000,47.0
2004-12-19210000,43.0
2004-12-19220000,32.0
2004-12-19230000,29.0
2004-12-20000000,31.0
2004-12-20010000,28.0
2004-12-20020000,12.0
2004-12-20030000,9.0
2004-12-20040000,8.0
2004-12-20050000,6.0
2004-12-20060000,6.0
2004-12-20070000,1.0
2004-12-20080000,32.0
2004-12-20090000,36.0
2004-12-20100000,29.0
2004-12-20110000,24.0
2004-12-20120000,25.0
2004-12-20130000,26.0
2004-12-20140000,23.0
2004-12-20150000,22.0
2004-12-20160000,23.0
2004-12-20170000,29.0
2004-12-20180000,41.0
2004-12-20190000,41.0
2004-12-20200000,4.0
2004-12-20210000,37.0
2004-12-20220000,17.0
2004-12-20230000,11.0
2004-12-21000000,11.0
2004-12-21010000,15.0
2004-12-21020000,5.0
2004-12-21030000,3.0
2004-12-21040000,2.0
2004-12-21050000,3.0
2004-12-21060000,6.0
2004-12-21070000,7.0
2004-12-21080000,26.0
2004-12-21090000,55.0
2004-12-21100000,26.0
2004-12-21110000,15.0
2004-12-21120000,17.0
2004-12-21130000,22.0
2004-12-21140000,21.0
2004-12-21150000,22.0
2004-12-21160000,23.0
2004-12-21170000,25.0
2004-12-21180000,31.0
2004-12-21190000,36.0
